player_name,number,position,club,league,played,goals,assists,yellow_cards,second_yellows,red_cards,conceded,clean_sheets,minutes
Yannik Keitel,#14,Defensive Midfield,SC Freiburg,Bundesliga,7,-,-,1,-,-,,,438'
Nils Petersen,#18,Centre-Forward,SC Freiburg,Bundesliga,4,1,-,-,-,-,,,75'
Chris Führich,#22,Right Winger,VfB Stuttgart,Bundesliga,2,-,-,-,-,-,,,109'
Dominique Heintz,#23,Centre-Back,SC Freiburg,Bundesliga,1,-,-,-,-,-,,,28'
Eric Maxim Choupo-Moting,#13,Centre-Forward,FC Bayern ,Bundesliga,6,2,-,-,-,-,,,93'
Manuel Gulde,#5,Centre-Back,SC Freiburg,Bundesliga,5,-,-,1,-,-,,,357'
Lucas Höler,#9,Centre-Forward,SC Freiburg,Bundesliga,7,2,1,-,-,-,,,541'
Lukas Kübler,#17,Right-Back,SC Freiburg,Bundesliga,6,1,-,-,-,-,,,447'
Benjamin Uphoff,#1,Goalkeeper,SC Freiburg,3. Liga,1,-,,-,-,-,1,-,90'
Kevin Schade,#20,Right Winger,SC Freiburg,Bundesliga,4,-,-,2,-,-,,,127'
Noah Weißhaupt,#33,Left Winger,SC Freiburg,3. Liga,4,-,1,-,-,-,,,358'
Noah Atubolu,#21,Goalkeeper,SC Freiburg,3. Liga,9,-,,-,-,-,12,5,810'
Nishan Burkart,#45,Centre-Forward,SC Freiburg,3. Liga,5,1,-,1,-,-,,,306'
Kimberly Ezekwem,#24,Left-Back,SC Freiburg,3. Liga,2,-,-,-,-,-,,,149'
Dani Olmo,#25,Attacking Midfield,RB Leipzig,Bundesliga,2,-,-,-,-,-,,,115'
Christopher Nkunku,#18,Attacking Midfield,RB Leipzig,Bundesliga,7,4,2,-,-,-,,,580'
André Silva,#33,Centre-Forward,RB Leipzig,Bundesliga,7,2,2,-,-,-,,,423'
Angeliño,#3,Left-Back,RB Leipzig,Bundesliga,4,-,1,1,-,-,,,299'
Kiliann Sildillia,#25,Centre-Back,SC Freiburg,3. Liga,9,1,-,2,-,-,,,810'
Lukas Klostermann,#16,Right-Back,RB Leipzig,Bundesliga,6,-,1,1,-,-,,,460'
Nordi Mukiele,#22,Right-Back,RB Leipzig,Bundesliga,6,1,-,1,-,-,,,309'
Dominik Szoboszlai,#17,Left Winger,RB Leipzig,Bundesliga,6,2,2,-,-,-,,,364'
Ilaix Moriba,#26,Central Midfield,RB Leipzig,Bundesliga,1,-,-,-,-,-,,,11'
Amadou Haidara,#8,Central Midfield,RB Leipzig,Bundesliga,7,2,-,-,-,-,,,488'
Yussuf Poulsen,#9,Centre-Forward,RB Leipzig,Bundesliga,6,1,-,-,-,-,,,216'
Hiroki Ito,#37,Centre-Back,VfB Stuttgart,Bundesliga,3,-,-,-,-,-,,,109'
Evan N'Dicka,#2,Centre-Back,E. Frankfurt,Bundesliga,6,-,-,2,-,-,,,540'
Filip Kostic,#10,Left Midfield,E. Frankfurt,Bundesliga,6,2,3,-,-,-,,,459'
Rafael Borré,#19,Centre-Forward,E. Frankfurt,Bundesliga,7,1,1,1,-,-,,,547'
Djibril Sow,#8,Central Midfield,E. Frankfurt,Bundesliga,7,-,2,2,-,-,,,618'
Jonathan Schmid,#7,Right-Back,SC Freiburg,Bundesliga,2,-,-,-,-,-,,,180'
Jens Petter Hauge,#23,Left Winger,E. Frankfurt,Bundesliga,7,2,-,1,-,-,,,394'
Martin Hinteregger,#13,Centre-Back,E. Frankfurt,Bundesliga,7,1,-,2,-,-,,,630'
Kevin Trapp,#1,Goalkeeper,E. Frankfurt,Bundesliga,7,-,,-,-,-,10,1,630'
Sam Lammers,#9,Centre-Forward,E. Frankfurt,Bundesliga,4,1,-,-,-,-,,,216'
Marvin Friedrich,#5,Centre-Back,Union Berlin,Bundesliga,6,-,-,1,1,-,,,540'
Daichi Kamada,#15,Attacking Midfield,E. Frankfurt,Bundesliga,6,-,-,-,-,-,,,338'
Robin Knoche,#31,Centre-Back,Union Berlin,Bundesliga,7,-,-,1,-,-,,,630'
Max Kruse,#10,Second Striker,Union Berlin,Bundesliga,7,1,3,1,-,-,,,567'
Rani Khedira,#8,Defensive Midfield,Union Berlin,Bundesliga,7,-,-,2,-,-,,,603'
Grischa Prömel,#21,Central Midfield,Union Berlin,Bundesliga,4,-,-,1,-,-,,,278'
Florian Wirtz,#27,Attacking Midfield,Bay. Leverkusen,Bundesliga,6,4,5,1,-,-,,,367'
Jesper Lindström,#29,Attacking Midfield,E. Frankfurt,Bundesliga,7,-,-,-,-,-,,,371'
Edmond Tapsoba,#12,Centre-Back,Bay. Leverkusen,,,,,,,,,,
Patrik Schick,#14,Centre-Forward,Bay. Leverkusen,Bundesliga,7,6,2,-,-,-,,,546'
Odilon Kossounou,#6,Centre-Back,Bay. Leverkusen,Bundesliga,7,-,-,1,-,-,,,606'
Jonathan Tah,#4,Centre-Back,Bay. Leverkusen,Bundesliga,7,-,1,1,-,-,,,630'
Kerem Demirbay,#10,Central Midfield,Bay. Leverkusen,Bundesliga,7,1,2,2,-,-,,,562'
Lucas Alario,#13,Centre-Forward,Bay. Leverkusen,Bundesliga,3,-,-,1,-,-,,,35'
Nadiem Amiri,#11,Attacking Midfield,Bay. Leverkusen,Bundesliga,6,1,-,-,-,-,,,134'
Exequiel Palacios,#25,Central Midfield,Bay. Leverkusen,Bundesliga,3,-,-,-,-,-,,,222'
Jeremie Frimpong,#30,Right-Back,Bay. Leverkusen,Bundesliga,7,-,3,2,-,-,,,630'
Erling Haaland,#9,Centre-Forward,Bor. Dortmund,Bundesliga,5,7,4,1,-,-,,,450'
Jude Bellingham,#22,Central Midfield,Bor. Dortmund,Bundesliga,7,1,2,1,-,-,,,595'
Konrad Laimer,#27,Central Midfield,RB Leipzig,Bundesliga,6,1,-,-,-,-,,,146'
Giovanni Reyna,#7,Attacking Midfield,Bor. Dortmund,Bundesliga,3,2,-,-,-,-,,,221'
Manuel Akanji,#16,Centre-Back,Bor. Dortmund,Bundesliga,7,-,-,1,-,-,,,630'
Donyell Malen,#21,Centre-Forward,Bor. Dortmund,Bundesliga,7,-,1,1,-,-,,,431'
Thorgan Hazard,#10,Left Winger,Bor. Dortmund,Bundesliga,4,1,-,-,-,-,,,161'
Emre Can,#23,Defensive Midfield,Bor. Dortmund,Bundesliga,2,-,-,-,-,-,,,35'
Julian Brandt,#19,Attacking Midfield,Bor. Dortmund,Bundesliga,4,2,-,-,-,-,,,226'
Mahmoud Dahoud,#8,Central Midfield,Bor. Dortmund,Bundesliga,6,-,1,2,1,-,,,484'
Emil Forsberg,#10,Left Winger,RB Leipzig,Bundesliga,7,2,-,-,-,-,,,469'
Tyler Adams,#14,Defensive Midfield,RB Leipzig,Bundesliga,5,-,-,1,-,-,,,335'
Josko Gvardiol,#32,Centre-Back,RB Leipzig,Bundesliga,6,-,1,1,-,-,,,443'
Mohamed Simakan,#2,Centre-Back,RB Leipzig,Bundesliga,7,-,-,-,-,-,,,560'
Willi Orban,#4,Centre-Back,RB Leipzig,Bundesliga,6,-,-,-,-,-,,,516'
Péter Gulácsi,#1,Goalkeeper,RB Leipzig,Bundesliga,7,-,,-,-,-,7,3,630'
Kevin Kampl,#44,Central Midfield,RB Leipzig,Bundesliga,6,-,1,1,-,-,,,418'
Marcel Halstenberg,#23,Left-Back,RB Leipzig,,,,,,,,,,
Benjamin Henrichs,#39,Right-Back,RB Leipzig,Bundesliga,1,-,-,-,-,-,,,16'
Brian Brobbey,#21,Centre-Forward,RB Leipzig,Bundesliga,3,-,1,-,-,-,,,37'
Moussa Diaby,#19,Left Winger,Bay. Leverkusen,Bundesliga,7,4,1,4,-,-,,,586'
Almamy Touré,#18,Right-Back,E. Frankfurt,Bundesliga,1,-,-,-,-,-,,,61'
Christopher Lenz,#25,Left-Back,E. Frankfurt,Bundesliga,4,-,-,3,-,-,,,314'
Raphaël Guerreiro,#13,Left-Back,Bor. Dortmund,Bundesliga,6,3,-,1,-,-,,,488'
Tuta,#35,Centre-Back,E. Frankfurt,Bundesliga,1,-,-,-,-,-,,,84'
Danny da Costa,#24,Right-Back,E. Frankfurt,Bundesliga,5,-,-,1,-,-,,,298'
Kristijan Jakic,#6,Defensive Midfield,E. Frankfurt,Champions League Qu.,7,1,1,2,-,-,,,548'
Nicolas Höfler,#27,Defensive Midfield,SC Freiburg,Bundesliga,5,-,-,1,-,-,,,376'
Gonçalo Paciência,#39,Centre-Forward,E. Frankfurt,Bundesliga,2,-,-,-,-,-,,,10'
Ajdin Hrustic,#7,Central Midfield,E. Frankfurt,Bundesliga,6,-,-,1,-,-,,,263'
Wout Weghorst,#9,Centre-Forward,VfL Wolfsburg,Bundesliga,7,3,1,2,-,-,,,630'
Maxence Lacroix,#4,Centre-Back,VfL Wolfsburg,Bundesliga,7,-,-,-,1,-,,,600'
Mark Flekken,#26,Goalkeeper,SC Freiburg,Bundesliga,7,-,,-,-,-,5,3,630'
Taiwo Awoniyi,#14,Centre-Forward,Union Berlin,Bundesliga,7,5,-,-,-,-,,,494'
Christian Früchtl,#36,Goalkeeper,FC Bayern ,Regionalliga Bayern,2,-,,-,-,-,4,-,180'
Koen Casteels,#1,Goalkeeper,VfL Wolfsburg,Bundesliga,7,-,,-,-,-,8,3,630'
John Anthony Brooks,#25,Centre-Back,VfL Wolfsburg,Bundesliga,6,-,1,-,-,-,,,420'
Maximilian Arnold,#27,Central Midfield,VfL Wolfsburg,Bundesliga,7,-,-,1,-,-,,,630'
Sebastiaan Bornauw,#3,Centre-Back,VfL Wolfsburg,Bundesliga,4,-,-,1,-,-,,,232'
Dodi Lukébakio,#28,Right Winger,VfL Wolfsburg,Bundesliga,7,1,1,1,-,-,,,445'
Timo Baumgartl,#25,Centre-Back,Union Berlin,Bundesliga,5,-,-,-,-,-,,,383'
Sheraldo Becker,#27,Right Winger,Union Berlin,Bundesliga,2,-,1,1,-,-,,,28'
Xaver Schlager,#24,Central Midfield,VfL Wolfsburg,Bundesliga,3,-,1,1,-,-,,,241'
Genki Haraguchi,#24,Attacking Midfield,Union Berlin,Bundesliga,7,-,1,2,-,-,,,386'
Levin Öztunali,#7,Central Midfield,Union Berlin,Bundesliga,5,-,-,-,-,-,,,265'
Julian Ryerson,#6,Right-Back,Union Berlin,Bundesliga,7,-,-,1,-,-,,,321'
Aymen Barkok,#27,Attacking Midfield,E. Frankfurt,Bundesliga,2,-,-,-,-,-,,,62'
Frederik Rönnow,#19,Goalkeeper,Union Berlin,Conference League,1,-,,-,-,-,-,1,90'
Tymoteusz Puchacz,#26,Left-Back,Union Berlin,Conference League,2,-,-,-,-,-,,,88'
Paulinho,#7,Left Winger,Bay. Leverkusen,Bundesliga,6,-,1,1,-,-,,,244'
Mitchel Bakker,#5,Left-Back,Bay. Leverkusen,Bundesliga,6,1,2,3,-,-,,,534'
Kevin Mbabu,#19,Right-Back,VfL Wolfsburg,Bundesliga,7,-,-,2,-,-,,,563'
Piero Hincapié,#33,Centre-Back,Bay. Leverkusen,Bundesliga,3,-,-,1,-,-,,,127'
Robert Andrich,#8,Central Midfield,Bay. Leverkusen,Bundesliga,4,1,-,-,-,1,,,169'
Pawel Wszolek,#15,Right Winger,Union Berlin,Bundesliga,-,-,-,-,-,-,,,-
Lukas Hradecky,#1,Goalkeeper,Bay. Leverkusen,Bundesliga,7,-,,-,-,-,7,3,630'
Daley Sinkgraven,#22,Left-Back,Bay. Leverkusen,Bundesliga,2,-,-,-,-,-,,,32'
Andrey Lunev,#40,Goalkeeper,Bay. Leverkusen,Bundesliga,-,-,,-,-,-,-,-,-
Charles Aránguiz,#20,Central Midfield,Bay. Leverkusen,Bundesliga,6,-,-,1,-,-,,,519'
Gregor Kobel,#1,Goalkeeper,Bor. Dortmund,Bundesliga,7,-,,-,-,-,13,-,630'
Karim Bellarabi,#38,Right Winger,Bay. Leverkusen,Bundesliga,4,-,1,-,-,-,,,126'
Reinier,#20,Attacking Midfield,Bor. Dortmund,Bundesliga,2,-,-,-,-,-,,,26'
Sebastian Rode,#17,Central Midfield,E. Frankfurt,DFB-Pokal,1,-,-,1,-,-,,,45'
Marco Reus,#11,Attacking Midfield,Bor. Dortmund,Bundesliga,6,1,4,1,-,-,,,536'
Amine Adli,#31,Right Winger,Bay. Leverkusen,Bundesliga,5,-,-,-,-,-,,,156'
Thomas Meunier,#24,Right-Back,Bor. Dortmund,Bundesliga,5,-,2,2,-,-,,,404'
Axel Witsel,#28,Defensive Midfield,Bor. Dortmund,Bundesliga,7,-,-,1,-,-,,,559'
Marin Pongracic,#34,Centre-Back,Bor. Dortmund,Bundesliga,4,-,-,1,-,-,,,154'
Nico Schulz,#14,Left-Back,Bor. Dortmund,Bundesliga,4,-,-,-,-,-,,,154'
Kevin Möhwald,#30,Central Midfield,Union Berlin,Bundesliga,2,-,-,-,-,-,,,29'
Youssoufa Moukoko,#18,Centre-Forward,Bor. Dortmund,Bundesliga,5,-,1,-,-,-,,,78'
Josep Martínez,#31,Goalkeeper,RB Leipzig,Bundesliga,-,-,,-,-,-,-,-,-
Sidney Raebiger,#37,Central Midfield,RB Leipzig,U19-Bundesliga Nord/Nordost,3,1,2,-,-,-,,,212'
Mats Hummels,#15,Centre-Back,Bor. Dortmund,Bundesliga,5,-,1,1,-,-,,,262'
Hugo Novoa,#10,Centre-Forward,RB Leipzig U19,U19-Bundesliga Nord/Nordost,3,3,1,-,-,-,,,225'
Joscha Wosz,#47,Attacking Midfield,RB Leipzig,UEFA Youth League,2,-,1,-,-,-,,,180'
Ben Klefisch,#46,Central Midfield,RB Leipzig,U19-Bundesliga Nord/Nordost,5,-,1,2,-,-,,,390'
Andrej Kramaric,#27,Second Striker,TSG Hoffenheim,Bundesliga,7,1,4,1,-,-,,,630'
Christoph Baumgartner,#14,Attacking Midfield,TSG Hoffenheim,Bundesliga,6,2,-,1,-,-,,,416'
Marcelo Saracchi,#43,Left-Back,RB Leipzig,,,,,,,,,,
Ihlas Bebou,#9,Right Winger,TSG Hoffenheim,Bundesliga,3,-,-,-,-,-,,,195'
Diadié Samassékou,#18,Defensive Midfield,TSG Hoffenheim,Bundesliga,5,-,-,2,-,-,,,265'
Stefan Posch,#38,Centre-Back,TSG Hoffenheim,Bundesliga,5,-,-,1,-,-,,,320'
David Raum,#17,Left-Back,TSG Hoffenheim,Bundesliga,7,-,1,1,-,-,,,592'
Dennis Geiger,#8,Central Midfield,TSG Hoffenheim,Bundesliga,4,-,1,1,-,-,,,230'
Philipp Tschauner,#13,Goalkeeper,RB Leipzig,,,,,,,,,,
Robert Skov,#29,Right Winger,TSG Hoffenheim,Bundesliga,2,-,-,-,-,-,,,51'
Florian Neuhaus,#32,Central Midfield,Bor. M'gladbach,Bundesliga,5,-,-,1,-,-,,,416'
Florian Grillitsch,#11,Defensive Midfield,TSG Hoffenheim,Bundesliga,4,-,-,1,-,-,,,297'
Matthias Ginter,#28,Centre-Back,Bor. M'gladbach,Bundesliga,6,-,-,-,-,-,,,513'
Denis Zakaria,#8,Defensive Midfield,Bor. M'gladbach,Bundesliga,5,2,1,3,-,-,,,404'
Ridle Baku,#20,Right Winger,VfL Wolfsburg,Bundesliga,7,2,-,2,-,-,,,510'
Dan-Axel Zagadou,#5,Centre-Back,Bor. Dortmund,,,,,,,,,,
Marius Wolf,#39,Right Winger,Bor. Dortmund,Bundesliga,5,-,-,1,-,-,,,115'
Jonas Hofmann,#23,Right Winger,Bor. M'gladbach,Bundesliga,6,2,-,-,-,-,,,424'
Breel Embolo,#36,Centre-Forward,Bor. M'gladbach,Bundesliga,4,1,1,-,-,-,,,202'
Erik Durm,#37,Right-Back,E. Frankfurt,Bundesliga,5,-,1,1,-,-,,,361'
Ragnar Ache,#21,Centre-Forward,E. Frankfurt,Bundesliga,3,-,1,-,-,-,,,23'
Stefan Ilsanker,#3,Defensive Midfield,E. Frankfurt,Bundesliga,4,-,-,-,-,-,,,148'
Pavel Kaderabek,#3,Right-Back,TSG Hoffenheim,Bundesliga,4,1,1,1,-,-,,,281'
Ramy Bensebaini,#25,Left-Back,Bor. M'gladbach,Bundesliga,2,-,-,-,-,-,,,135'
Fabio Blanco,#28,Right Winger,E. Frankfurt,U19-Bundesliga Süd/Südwest,5,2,1,1,-,-,,,421'
Martin Pecar,#45,Left Winger,E. Frankfurt,,,,,,,,,,
Enrique Herrero García,#38,Centre-Forward,E. Frankfurt,,,,,,,,,,
Diant Ramaj,#40,Goalkeeper,E. Frankfurt,Bundesliga,-,-,,-,-,-,-,-,-
Makoto Hasebe,#20,Defensive Midfield,E. Frankfurt,Bundesliga,2,-,-,-,-,-,,,79'
Luca Waldschmidt,#7,Second Striker,VfL Wolfsburg,Bundesliga,4,1,2,1,-,-,,,266'
Lukas Nmecha,#10,Centre-Forward,VfL Wolfsburg,Bundesliga,6,2,-,-,-,-,,,194'
Paulo Otávio,#6,Left-Back,VfL Wolfsburg,,,,,,,,,,
Yannick Gerhardt,#31,Central Midfield,VfL Wolfsburg,Bundesliga,5,-,-,-,-,-,,,231'
Jérôme Roussillon,#15,Left-Back,VfL Wolfsburg,Bundesliga,6,1,-,4,-,-,,,397'
Maximilian Philipp,#17,Second Striker,VfL Wolfsburg,Bundesliga,6,-,1,-,-,-,,,384'
Aster Vranckx,#8,Central Midfield,VfL Wolfsburg,Bundesliga,-,-,-,-,-,-,,,-
Josuha Guilavogui,#23,Defensive Midfield,VfL Wolfsburg,Bundesliga,7,-,-,2,-,-,,,378'
Timothy Chandler,#22,Right-Back,E. Frankfurt,Bundesliga,2,-,-,1,-,-,,,180'
Renato Steffen,#11,Left Winger,VfL Wolfsburg,Bundesliga,5,-,1,1,-,-,,,282'
Paul Jaeckel,#3,Centre-Back,Union Berlin,Bundesliga,4,-,-,-,-,-,,,324'
Alassane Plea,#14,Centre-Forward,Bor. M'gladbach,Bundesliga,6,1,-,-,-,-,,,387'
Andreas Voglsammer,#9,Centre-Forward,Union Berlin,Bundesliga,7,1,-,-,-,-,,,161'
Cedric Teuchert,#36,Centre-Forward,Union Berlin,Bundesliga,4,-,-,-,-,-,,,65'
Rick van Drongelen,#4,Centre-Back,Union Berlin,Bundesliga,-,-,-,-,-,-,,,-
Keita Endo,#18,Left Winger,Union Berlin,Bundesliga,1,-,-,-,-,-,,,13'
Christopher Trimmel,#28,Right-Back,Union Berlin,Bundesliga,5,-,-,1,-,-,,,359'
Andreas Luthe,#1,Goalkeeper,Union Berlin,Bundesliga,7,-,,-,-,-,9,2,630'
Kevin Behrens,#17,Centre-Forward,Union Berlin,Bundesliga,5,1,2,-,-,-,,,113'
Anthony Ujah,#11,Centre-Forward,Union Berlin,,,,,,,,,,
Jens Grahl,#31,Goalkeeper,E. Frankfurt,,,,,,,,,,
Amin Younes,#32,Attacking Midfield,E. Frankfurt,DFB-Pokal,1,-,-,-,-,-,,,37'
Panagiotis Retsos,#3,Centre-Back,Bay. Leverkusen,Europa League,1,-,-,-,-,-,,,11'
Timothy Fosu-Mensah,#24,Right-Back,Bay. Leverkusen,,,,,,,,,,
Julian Baumgartlinger,#15,Defensive Midfield,Bay. Leverkusen,Bundesliga,2,-,-,-,-,-,,,7'
Emrehan Gedikli,#37,Centre-Forward,Bay. Leverkusen,U19-Bundesliga West,2,2,-,-,-,-,,,161'
Bastian Oczipka,#20,Left-Back,Union Berlin,,,,,,,,,,
Niklas Lomb,#36,Goalkeeper,Bay. Leverkusen,Bundesliga,-,-,,-,-,-,-,-,-
Mateu Morey Bauzà,#2,Right-Back,Bor. Dortmund,,,,,,,,,,
Roman Bürki,#38,Goalkeeper,Bor. Dortmund,,,,,,,,,,
Felix Passlack,#30,Right-Back,Bor. Dortmund,Bundesliga,3,-,-,-,-,-,,,175'
Marwin Hitz,#35,Goalkeeper,Bor. Dortmund,Bundesliga,-,-,,-,-,-,-,-,-
Zidan Sertdemir,#29,Central Midfield,Bay. Leverkusen,U19-Bundesliga West,4,2,2,-,-,-,,,360'
Marcus Thuram,#10,Left Winger,Bor. M'gladbach,Bundesliga,2,-,-,-,-,-,,,46'
Steffen Tigges,#27,Centre-Forward,Bor. Dortmund,3. Liga,3,2,-,-,-,-,,,252'
Soumaïla Coulibaly,#4,Centre-Back,Bor. Dortmund,,,,,,,,,,
Marcel Schmelzer,#29,Left-Back,Bor. Dortmund,,,,,,,,,,
Niko Gießelmann,#23,Left-Back,Union Berlin,Bundesliga,7,2,1,1,-,-,,,609'
Rubén Vargas,#16,Left Winger,FC Augsburg,Bundesliga,6,-,1,-,-,-,,,497'
Abdoulaye Kamara,#32,Defensive Midfield,Bor. Dortmund,3. Liga,7,-,-,-,-,-,,,96'
Jeffrey Gouweleeuw,#6,Centre-Back,FC Augsburg,Bundesliga,5,-,-,2,-,-,,,450'
Nico Elvedi,#30,Centre-Back,Bor. M'gladbach,Bundesliga,7,-,-,-,-,-,,,630'
